"id","name","laboratory","theraputic_class","pharmaco_class","dci","commercial_name","dci_code","form","dosage","conditioning","type","list","country","marketed","reimbursable","reference_price","ppa_indicative","registration_num","notice_link","img_link"
3015,"NEO-CODION ENFANT 3,285MG/61MG/5ML SIROP FL/125ML","BOUCHARA-RECORDATI","PNEUMOLOGIE","ANTITUSSIFS OPIACES","CODEINE CAMPHOSULFONATE EXPRIME EN CODEINE / BENZOATE DE SODIUM","NEO-CODION ENFANT","20B054","SIROP","3,285MG/61MG/5ML","FL/125ML","Princeps","Liste II","FRANCE",True,True,"0","","269/ 20 B 054 /98/07","https://www.pharmnet-dz.com/notice.ashx?id=2152","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2152.png"
3016,"NEO-CODION NOURRISSONS 74,1MG/30,8MG/32,964MG/CUILLERE A CAFE SIROP FL/125 ML","BOUCHARA-RECORDATI","PNEUMOLOGIE","ANTITUSSIFS NON OPIACES","BENZOATE DE SODIUM / TEINTURE DE GRINDELIA / SIROP DE POLYGALA","NEO-CODION NOURRISSONS","20C036","SIROP","74,1MG/30,8MG/32,964MG/CUILLERE A CAFE","FL/125 ML","Princeps","N/D","FRANCE",True,True,"0","","269/ 20 C 036 /98/07","https://www.pharmnet-dz.com/notice.ashx?id=2166","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2166.png"
3017,"NEODEX 100MG/350000UI/100ML COLLY. FL/10ML","AMMAN PHARMACEUTICAL INDUSTRIE","OPHTALMOLOGIE","ANTI-INFECTIEUX LOCAUX","DEXAMETHASONE / NEOMYCINE","NEODEX","17D024","COLLY.","100MG/350000UI/100ML","FL/10ML","Générique","Liste I","JORDANIE",True,True,"106.25","","165/ 17 D 024 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2383.png"
3018,"NEODRON 1MG/3,5MG COLLYRE B/01 FL 5ML","ALEPPO PHARMACEUTICAL INDUSTRIES (ALPHA)","OPHTALMOLOGIE","ANTI-INFECTIEUX LOCAUX","DEXAMETHASONE / NEOMYCINE","NEODRON","17D024","COLLY.","1MG/3,5MG","B/01 FL 5ML","Générique","N/D","SYRIE",True,True,"172","","119/ 17 D 024 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3019,"NEOFEN 400MG COMP. PELLI. B/20","NEOMEDIC","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","IBUPROFENE","NEOFEN","04B010","COMP. PELLI.","400MG","B/20","Générique","Liste II","ALGERIE",True,True,"157","","418/ 04 B 010 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2729.png"
3020,"NEOFEN 600MG COMP. PELLI. B/30","NEOMEDIC","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","IBUPROFENE","NEOFEN","04B044","COMP. PELLI.","600MG","B/30","Générique","Liste II","ALGERIE",True,True,"235.5","","418/ 04 B 044 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/926.png"
3021,"NEOGASTRIC 20MG GLES. A MICROG. GASTRORESIST. B/14","NEOMEDIC","GASTRO-ENTEROLOGIE","ANTI-ULCEREUX & ANTI-H2","OMEPRAZOLE","NEOGASTRIC","10A001","GLES. A MICROG. GASTRORESIST.","20MG","B/14","Générique","Liste II","ALGERIE",True,True,"196","","418/10A001/09/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4559.png"
3022,"NEOGASTRIC 20MG GLES. A MICROG. GASTRORESIST. B/28","NEOMEDIC","GASTRO-ENTEROLOGIE","ANTI-ULCEREUX & ANTI-H2","OMEPRAZOLE","NEOGASTRIC","10A001","GLES. A MICROG. GASTRORESIST.","20MG","B/28","Générique","Liste II","ALGERIE",True,True,"392","","418/10A001/09/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/6310.png"
3023,"NEOMIXIN 0.005 COLLY. FL/10ML","AMMAN PHARMACEUTICAL INDUSTRIE","OPHTALMOLOGIE","ANTI-INFECTIEUX LOCAUX","NEOMYCINE/POLYMYXINE B","NEOMIXIN","17D027","COLLY.","0.005","FL/10ML","Générique","Liste I","JORDANIE",True,True,"155","","165/ 17 D 027 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3024,"NEOMYC 1%** COLLY. FL/10ML","CROVIS PHILCOM","OPHTALMOLOGIE","ANTI-INFECTIEUX LOCAUX","NEOMYCINE (SOUS FORME DE SULFATE)**","NEOMYC","17D023","COLLY.","1%**","FL/10ML","Générique","Liste II","ITALIE",True,False,"0","","012/ 17 D 023 /99/09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3025,"NEONORM 0.5MG COMP B/30","NEOMEDIC","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","REPAGLINIDE","NEONORM","14A200","COMP.","0.5MG","B/30","Générique","Liste I","ALGERIE",True,True,"355.8","","","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/6311.png"
3026,"NEONORM 1MG COMP B/30","NEOMEDIC","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","REPAGLINIDE","NEONORM","14A201","COMP.","1MG","B/30","Générique","Liste I","ALGERIE",True,True,"370.9","","418/14A201/17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/5858.png"
3027,"NEONORM 2MG COMP B/30","NEOMEDIC","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","REPAGLINIDE","NEONORM","14A202","COMP.","2MG","B/30","Générique","Liste I","ALGERIE",True,True,"390","","418/14A202/17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/5860.png"
3028,"NEOPHOS 1000MG PDRE.SOL.INJ. B/1FL","CIPLA LIMITED","CANCEROLOGIE","CYTOSTATIQUES","CYCLOPHOSPHAMIDE","NEOPHOS","05A104","PDRE. SOL. INJ.","1000MG","B/1FL","Générique","Liste I","INDE",True,False,NULL,"","182/ 05 A 104 /05","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1011.png"
3029,"NEOPHOS 200MG PDRE.SOL.INJ. B/01FL.","CIPLA LIMITED","CANCEROLOGIE","CYTOSTATIQUES","CYCLOPHOSPHAMIDE","NEOPHOS","05A009","PDRE. SOL. INJ.","200MG","B/01FL.","Générique","Liste I","INDE",True,False,NULL,"","182/ 05 A 009 /03","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3030,"NEOPHOS 500MG PDRE.SOL.INJ. B/01FL.","CIPLA LIMITED","CANCEROLOGIE","CYTOSTATIQUES","CYCLOPHOSPHAMIDE","NEOPHOS","05A010","PDRE. SOL. INJ.","500MG","B/01FL.","Générique","Liste I","INDE",True,False,NULL,"","182/ 05 A 010 /03","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3031,"NEOPOLI 0.005 COLLY. FL/10ML","CROVIS PHILCOM","OPHTALMOLOGIE","ANTI-INFECTIEUX LOCAUX","NEOMYCINE/POLYMYXINE B","NEOPOLI","17D027","COLLY.","0.005","FL/10ML","Générique","Liste I","ITALIE",True,True,"155","","012/ 17 D 027 /99","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3032,"NEORAL 100MG CAPS. B/50","NOVARTIS","CANCEROLOGIE","IMMUNOSUPPRESSEURS","CICLOSPORINE","NEORAL","05B049","CAPS.","100MG","B/50","Princeps","Liste I","FRANCE",True,True,"0","","068/ 05 B 049 /98","https://www.pharmnet-dz.com/notice.ashx?id=1028","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3033,"NEORAL 100MG/ML SOL .BUV. FL/50ML","NOVARTIS","CANCEROLOGIE","IMMUNOSUPPRESSEURS","CICLOSPORINE","NEORAL","05B047","SOL. INJ.","100MG/ML","FL/50ML","Princeps","Liste I","FRANCE",True,True,"0","","068/ 05 B 047 /99","https://www.pharmnet-dz.com/notice.ashx?id=1021","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3034,"NEORAL 25MG CAPS. B/50","NOVARTIS","CANCEROLOGIE","IMMUNOSUPPRESSEURS","CICLOSPORINE","NEORAL","05B048","CAPS.","25MG","B/50","Princeps","Liste I","FRANCE",True,True,"0","","068/ 05 B 048 /98","https://www.pharmnet-dz.com/notice.ashx?id=1025","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3035,"NEORAL 50MG CAPS. B/50","NOVARTIS","CANCEROLOGIE","IMMUNOSUPPRESSEURS","CICLOSPORINE","NEORAL","05B082","CAPS.","50MG","B/50","Princeps","Liste I","FRANCE",True,True,"0","","068/ 05 B 082 /98","https://www.pharmnet-dz.com/notice.ashx?id=1032","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3036,"NEOSTIGMINE METHYLSULFATE 0,5MG/ML SOL.INJ B/10","BIOLOGICI","NEUROLOGIE","ANTIMYASTHENIQUES","NEOSTIGMINE METHYLSULFATE","NEOSTIGMINE METHYLSULFATE","15C024","SOL. INJ.","0,5MG/ML","B/10","Générique","Liste I","ITALIE",True,True,"0","","084/ 15 C 024 /00","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3037,"NEOSTIGMINE RAZES 0,5mg/1ml Sol.inj BT/10 Amp de 1ml","Les Laboratoires FRATER-RAZES","NEUROLOGIE","ANTIMYASTHENIQUES","NEOSTIGMINE METHYLSULFATE","NEOSTIGMINE RAZES","15C024","SOL. INJ.","0,5mg/ml","BT/ 10 AMP","Générique","Liste I","ALGERIE",True,True,"1","","","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/6282.png"
3038,"NEOSYNEPHRINE FAURE 10% 0.1 COLLY. EN SOL. FL/5 ML","EUROPHTA","OPHTALMOLOGIE","MYDRIATIQUES","PHENYLEPHRINE","NEOSYNEPHRINE FAURE 10%","17H061","COLLY.","0.1","FL/5 ML","Princeps","N/D","MONACO",True,True,"251","","316/ 17 H 061 /97/07","https://www.pharmnet-dz.com/notice.ashx?id=1997","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1997.png"
3039,"NEOTADINE 10MG COMP. B/10","NEOMEDIC","ALLERGOLOGIE","ANTIHISTAMINIQUES","LORATADINE","NEOTADINE","01A033","COMP. SEC.","10MG","B/10","Générique","Liste II","ALGERIE",True,True,"60","","418/ 01 A 033 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3995.png"
3040,"NEOVEC 4MG/FL. DE LYOPH. LYOPH. ET SOLV. SOL. INJ. IV B/01FL. DE PDRE. + 01AMP. DE 2ML DE SOLV.(EPPI)","GLAND PHARMA LIMITED","ANESTHESIOLOGIE","CURARISANTS","VECURONIUM BROMURE","NEOVEC","02D038","SOL. INJ.","4MG/FL. DE LYOPH.","B/01FL. DE PDRE. + 01AMP. DE 2ML DE SOLV.(EPPI)","Générique","Liste I","INDE",True,False,NULL,"","463/ 02 D 038 /10","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3041,"NEOXETINE 20MG GLES. B/20","NEOMEDIC","PSYCHIATRIE","ANTIDEPRESSEURS","FLUOXETINE CHLORHYDRATE EXPRIME EN FLUOXETINE","NEOXETINE","16A078","GLES.","20MG","B/20","Générique","Liste I","ALGERIE",True,True,"260.6","","418/ 16 A 078 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2550.png"
3042,"NETROMICINE PEDIATRIQUE 25MG/ML (25MG/1ML ET 50MG/2ML) SOL. INJ. IM/IV B/1AMP. DE 1ML ET B/1AMP. DE 2ML","SCHERING PLOUGH","INFECTIOLOGIE","AMINOSIDES","NETILMICINE (SULFATE)","NETROMICINE PEDIATRIQUE","13A282","SOL. INJ.","25MG/ML (25MG/1ML ET 50MG/2ML)","B/1AMP. DE 1ML ET B/1AMP. DE 2ML","Princeps","Liste I","FRANCE",True,True,"0","","027/ 13 A 282 /05","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3043,"NEUPOGEN 300µG SOL.INJ. B/5 Flacons de 1ML","AMGEN EUROPE B.V.","HEMATOLOGIE ET HEMOSTASE","ANTI-ANEMIQUES","FILGRASTIM","NEUPOGEN","12E065","SOL. INJ.","300µG","B/5 Flacons de 1ML","Princeps","Liste I","SUISSE",True,True,"0","","128/ 12 E 065 /99","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3044,"NEUPOGEN 480µG SOL.INJ. B/5 Flacons de 1,6ML","AMGEN EUROPE B.V.","HEMATOLOGIE ET HEMOSTASE","ANTI-ANEMIQUES","FILGRASTIM","NEUPOGEN","12E066","SOL. INJ.","480µG","B/5 Flacons de 1,6ML","Princeps","Liste I","SUISSE",True,True,"0","","128/ 12 E 066 /99","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3045,"NEUPREN 200MG COMP. PELLI. B/20","BIO-GALENIC","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","IBUPROFENE","NEUPREN","04B040","COMP. PELLI.","200MG","B/20","Générique","Liste II","ALGERIE",True,True,"120","","235/ 04 B 040 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/908.png"
3046,"NEUPREN 20MG/ML (100MG/5ML) SOL. BUV. FL/200 ML","BIO-GALENIC","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","IBUPROFENE","NEUPREN","04B042","SOL. BUV.","20MG/ML (100MG/5ML)","FL/200 ML","Générique","Liste I","ALGERIE",True,False,"196","","235/04B042/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3047,"NEUPREN 400MG COMP. PELLI. B/20","BIO-GALENIC","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","IBUPROFENE","NEUPREN","04B010","COMP. PELLI.","400MG","B/20","Générique","Liste II","ALGERIE",True,True,"157","","235/ 04 B 010 /11","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2730.png"
3048,"NEUPREN 600MG COMP. PELLI. B/30","BIO-GALENIC","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","IBUPROFENE","NEUPREN","04B044","COMP. PELLI.","600MG","B/30","Générique","Liste II","ALGERIE",True,True,"235.5","","235/ 04 B 044 /11","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/927.png"
3049,"NEURALDOL 2MG/ML SOL. BUV. GTTES. B/1FL. COMPT. GTTES. DE 30ML","SOMEDIAL","PSYCHIATRIE","NEUROLEPTIQUES","HALOPERIDOL","NEURALDOL","16D085","SOL. BUV. GTTES.","2MG/ML","B/1FL. COMPT. GTTES. DE 30ML","Générique","Liste I","ALGERIE",True,True,"180.6","","457/ 16 D 085 /11","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3050,"NEURALGIN 300MG GLES. B/90","PHARMIDAL","NEUROLOGIE","ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS","GABAPENTINE","NEURALGIN","15A086","GLES.","300MG","B/90","Générique","Liste I","ALGERIE",True,True,"0","","318/15A086/15","https://www.pharmnet-dz.com/notice.ashx?id=4233","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4233.png"
3051,"NEURAXON 50MG GLES. B/60","SANAMED","NEUROLOGIE","ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS","PREGABALINE","NEURAXON","15A066","GLES.","50MG","B/60","Générique","Liste I","ALGERIE",True,False,"2000","","097/15A066/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3052,"NEURAXON 150 150MG GLES B/60","SANAMED","NEUROLOGIE","ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS","PREGABALINE","NEURAXON 150","15A068","GLES.","150MG","B/60","Générique","Liste I","ALGERIE",True,False,"4302","","097/15A068/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3053,"NEUROLAL 100MG COMP. B/20","SAIDAL GROUPE","NEUROLOGIE","ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS","PHENOBARBITAL","NEUROLAL","15A014","COMP.","100MG","B/20","Générique","Liste II","ALGERIE",True,True,"0","","003/ 15 A 014 /05","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3054,"NEUROLAL 50MG COMP. B/20","SAIDAL GROUPE","NEUROLOGIE","ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS","PHENOBARBITAL","NEUROLAL","15A013","COMP. SEC.","50MG","B/20","Générique","Liste II","ALGERIE",True,True,"0","","003/ 15 A 013 /05","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3055,"NEUROVIT 250MG/250MG COMP. B/20","SAIDAL GROUPE","METABOLISME NUTRITION DIABETE","VITAMINES","THIAMINE CHLORHYDRATE / PYRIDOXINE CHLORHYDRATE","NEUROVIT","14H112","COMP.","250MG/250MG","B/20","Générique","N/D","ALGERIE",True,True,"135","","003/ 14 H 112 /97/09","https://www.pharmnet-dz.com/notice.ashx?id=3438","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3438.png"
3056,"NEUROZEPINE 200MG COMP. SEC. B/50","SAIDAL GROUPE","NEUROLOGIE","ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS","CARBAMAZEPINE","NEUROZEPINE","15A004","COMP.","200MG","B/50","Générique","Liste II","ALGERIE",True,True,"435","","003/ 15 A 004 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3057,"NEVIMUNE 200MG COMP. SEC. B/60","CIPLA LIMITED","INFECTIOLOGIE","ANTIVIRAUX","NEVIRAPINE","NEVIMUNE","13P278","COMP. SEC.","200MG","B/60","Générique","Liste I","INDE",True,False,NULL,"","182/ 13 P 278 /05","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3058,"NEVIVIR 200 MG COMPRIME B/1FL DE 60","HETERO LABS LIMITED","INFECTIOLOGIE","ANTIVIRAUX","NEVIRAPINE","NEVIVIR","13P278","COMP.","200 MG","B/1FL DE 60","Générique","Liste I","INDE",True,True,NULL,"","524 / 13 P 278 /19","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3059,"NEVROSTA 2,5MG COMP. SEC. B/40","SAIDAL GROUPE","PSYCHIATRIE","ANXIOLYTIQUES","LORAZEPAM","NEVROSTA","16B043","COMP. SEC.","2,5MG","B/40","Générique","Liste I","ALGERIE",True,True,"0","","003/ 16 B 043 /10","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3060,"NEVROSTAT 1MG COMP. SEC. B/40","SAIDAL GROUPE","PSYCHIATRIE","ANXIOLYTIQUES","LORAZEPAM","NEVROSTAT","16B042","COMP. PELLI.","1MG","B/40","Générique","Liste I","ALGERIE",True,True,"0","","003/ 16 B 042 /06","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3061,"NEXAVAR 200MG COMP. PELLI. B/60","BAYER","CANCEROLOGIE","DIVERS","SORAFENIB TOSYLATE EXPRIME EN SORAFENIB","NEXAVAR","05C128","COMP. PELLI.","200MG","B/60","Princeps","Liste I","ALLEMAGNE",True,True,"0","","424/ 05 C 128 /08","https://www.pharmnet-dz.com/notice.ashx?id=1046","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1046.png"
3062,"NEXECOR 1000MG COMP. PELLI. SEC. B/90","BEKER Laboratoires","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","METFORMINE CHLORHYDRATE","NEXECOR","14A224","COMP. PELLI.","1000MG","B/90","Générique","Liste I","ALGERIE",True,True,"520.2","","447/ 14 A 224 /12","https://www.pharmnet-dz.com/notice.ashx?id=3708","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3708.png"
3063,"NEXECOR 500MG COMP. PELLI. B/98","BEKER Laboratoires","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","METFORMINE CHLORHYDRATE","NEXECOR","14A006","COMP. PELLI.","500MG","B/98","Générique","Liste I","ALGERIE",True,True,"356.72","","447/ 14 A 006 /10","https://www.pharmnet-dz.com/notice.ashx?id=3620","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3620.png"
3064,"NEXECOR 850MG COMP. PELLI. B/30 - B/90","BEKER Laboratoires","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","METFORMINE CHLORHYDRATE","NEXECOR","14A007","COMP. PELLI.","850MG","B/30 - B/90","Générique","Liste I","ALGERIE",True,True,"442.8","","447/ 14 A 007 /10","https://www.pharmnet-dz.com/notice.ashx?id=3632","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3632.png"
3065,"NEXORPAN 275MG COMP. B/20","RAM PHARMACEUTICAL INDUSTRIES","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","NAPROXENE SODIQUE","NEXORPAN","04B019","COMP. PELLI.","275MG","B/20","Générique","Liste II","JORDANIE",True,False,"105","","166/ 04 B 019 /98/15","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3066,"NEXORPAN 550MG COMP.PELLI. B/10","RAM PHARMACEUTICAL INDUSTRIES","ANTI-INFLAMMATOIRES","ANTI-INFLAMMATOIRES NON STEROIDIENS","NAPROXENE SODIQUE","NEXORPAN","04B020","COMP. PELLI.","550MG","B/10","Générique","Liste II","JORDANIE",True,True,"434","","166/ 04 B 020 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3067,"NICARDEX 1MG/ML (10MG/10ML) SOL INJ IV B/05 AMPS DE 10ML","Les Laboratoires FRATER-RAZES","CARDIOLOGIE ET ANGEIOLOGIE","ANTAGONISTES CALCIQUES","NICARDIPINE CHLORHYDRATE","NICARDEX","06B016","SOL. INJ.","1MG/ML (10MG/10ML)","B/05 AMPS DE 10ML","Générique","Liste I","ALGERIE",True,True,NULL,"","433/ 06 B 016 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/60.png"
3068,"NICARDIL LP 50MG GLES. MICROGRANULES LP B/60","NEOMEDIC","CARDIOLOGIE ET ANGEIOLOGIE","ANTAGONISTES CALCIQUES","NICARDIPINE CHLORHYDRATE","NICARDIL LP","06B015","COMP. LP","50MG","B/60","Générique","Liste I","ALGERIE",True,True,"612","","418/ 06 B 015 /10","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/58.png"
3069,"NICARDIPINE BIOCARE LP 50MG GLES. A MICROGRANULES LP B/60","BIOCARE LABORATOIRES","CARDIOLOGIE ET ANGEIOLOGIE","ANTAGONISTES CALCIQUES","NICARDIPINE CHLORHYDRATE","NICARDIPINE BIOCARE LP","06B015","COMP. LP","50MG","B/60","Générique","Liste I","ALGERIE",True,True,"612","","293/ 06 B 015 /10","https://www.pharmnet-dz.com/notice.ashx?id=56","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/56.png"
3070,"NICOPASS SANS SUCRE 1,5 MG** PASTILLE GOÛT MENTHE FRAICHEUR ET PASTILLE GOÛT REGLISSE-MENTHE B/36 PASTILLES GOÛT MENTHE FRAICHEUR - B/36 PASTILLES GOÛT REGLISSE-MENTHE","PIERRE FABRE MEDICAMENT","NICOTINE ** (SOUS FORME DE CATIORESINE CARBOXYLATE)","PSYCHIATRIE","","NICOPASS SANS SUCRE","16F135","PASTILLE","1,5 MG**","B/36 PASTILLES GOÛT MENTHE FRAICHEUR - B/36 PASTILLES GOÛT REGLISSE-MENTHE","Princeps","N/D","FRANCE",True,False,NULL,"","099/ 16 F 135 /09","https://www.pharmnet-dz.com/notice.ashx?id=2338","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3071,"NICOPATCH 17,5MG/DISPOSITIF DE 10CM2 (27MG/24H) DISPOSITIF TRANSDERMIQUE B/07","PIERRE FABRE MEDICAMENT","NICOTINE","PSYCHIATRIE","","NICOPATCH","16F116","DISPOSITIF","17,5MG/DISPOSITIF DE 10CM2 (27MG/24H)","B/07","Princeps","N/D","FRANCE",True,False,NULL,"","099/ 16 F 116 /09","https://www.pharmnet-dz.com/notice.ashx?id=2330","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3072,"NICOPATCH 52,5MG/DISPOSITIF DE 30CM2 (21MG/24H) DISPOSITIF TRANSDERMIQUE B/07","PIERRE FABRE MEDICAMENT","NICOTINE","PSYCHIATRIE","","NICOPATCH","16F118","DISPOSITIF","52,5MG/DISPOSITIF DE 30CM2 (21MG/24H)","B/07","Princeps","N/D","FRANCE",True,False,NULL,"","099/ 16 F 118 /09","https://www.pharmnet-dz.com/notice.ashx?id=2334","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3073,"NICOPATCH 35MG/DISPOSITIF DE 20CM2 (14MG/24H) DISPOSITIF TRANSDERMIQUE B/07","PIERRE FABRE MEDICAMENT","NICOTINE","PSYCHIATRIE","","NICOPATCH","16F117","DISPOSITIF","35MG/DISPOSITIF DE 20CM2 (14MG/24H)","B/07","Princeps","N/D","FRANCE",True,False,NULL,"","099/ 16 F 117 /09","https://www.pharmnet-dz.com/notice.ashx?id=2332","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
3074,"NICOTINELL 14MG/24H (SOIT 35MG DE S(-) NICOTINE TOTALE/DISPOSITIF DE 20CM2) DISPOSITIF TRANSDERMIQUE EN PATCHS B/07 ET B/28","NOVARTIS","PSYCHIATRIE","A.T.U.(AUTORISATION TEMPORAIRE D'UTILISATION )","NICOTINE","NICOTINELL","16F117","DISPOSITIF","14MG/24H (SOIT 35MG DE S(-) NICOTINE TOTALE/DISPOSITIF DE 20CM2)","B/07 ET B/28","Princeps","N/D","FRANCE",True,True,"0","","267/ 16 F 117 /08","https://www.pharmnet-dz.com/notice.ashx?id=2333","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2333.png"
3075,"NICOTINELL 21MG/24H (SOIT 52,5MG DE S(-) NICOTINE TOTALE/DISPOSITIF DE 30CM2 ) DISPOSITIF TRANSDERMIQUE EN PATCHS B/07 ET B/28","NOVARTIS","PSYCHIATRIE","A.T.U.(AUTORISATION TEMPORAIRE D'UTILISATION )","NICOTINE","NICOTINELL","16F118","DISPOSITIF","21MG/24H (SOIT 52,5MG DE S(-) NICOTINE TOTALE/DISPOSITIF DE 30CM2 )","B/07 ET B/28","Princeps","N/D","FRANCE",True,True,"0","","267/ 16 F 118 /08","https://www.pharmnet-dz.com/notice.ashx?id=2335","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2335.png"
